# Figure 5 - orbital element distributions
#Semimajor Max flux   Preferred   Min flux   Mass flux  Eccentri-   Max flux   Preferred   Min flux   Mass flux Inclination Max flux   Preferred   Min flux   Mass flux   Impact    Max flux   Preferred   Min flux   Mass flux
#   axis    at Moon   solution    at Moon    at Earth     city       at Moon   solution    at Moon    at Earth               at Moon   solution    at Moon    at Earth    velocity   at Moon   solution    at Moon    at Earth
#   (au)   (kg day-1) (kg day-1) (kg day-1) (kg day-1)             (kg day-1) (kg day-1) (kg day-1) (kg day-1)   (degree)  (kg day-1) (kg day-1) (kg day-1) (kg day-1)   (km s-1)  (kg day-1) (kg day-1) (kg day-1) (kg day-1)
2.6250E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00	5.2500E-02 6.1530E+00 5.0625E+00 4.0609E+00 3.9431E+02	9.4500E+00 4.5388E+01 3.8491E+01 3.5165E+01 1.1638E+03	1.0500E+01 7.3484E+01 6.0514E+01 5.6156E+01 7.8279E-01	
2.8750E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00	5.7500E-02 7.2520E+00 5.5269E+00 4.1659E+00 4.8525E+02	1.0350E+01 4.1311E+01 3.4977E+01 3.1881E+01 1.0022E+03	1.1500E+01 7.0373E+01 5.6898E+01 5.2502E+01 1.1891E+04	
3.1250E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00	6.2500E-02 6.8176E+00 5.5466E+00 4.4150E+00 4.2791E+02	1.1250E+01 3.7887E+01 3.2028E+01 2.9261E+01 8.8772E+02	1.2500E+01 6.5896E+01 5.3213E+01 4.9280E+01 6.4831E+03	
3.3750E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00	6.7500E-02 7.0138E+00 5.6951E+00 4.5600E+00 3.8732E+02	1.2150E+01 3.5070E+01 2.9391E+01 2.6770E+01 7.8447E+02	1.3500E+01 6.1547E+01 5.0236E+01 4.6894E+01 4.1569E+03	
3.6250E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00	7.2500E-02 6.8784E+00 5.6365E+00 4.5257E+00 3.7366E+02	1.3050E+01 3.2272E+01 2.6913E+01 2.4413E+01 6.9197E+02	1.4500E+01 5.7557E+01 4.7525E+01 4.4553E+01 2.9049E+03	
3.8750E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00	7.7500E-02 7.1515E+00 6.0757E+00 4.9484E+00 4.3233E+02	1.3950E+01 3.0052E+01 2.4909E+01 2.2502E+01 6.1855E+02	1.5500E+01 5.4219E+01 4.5324E+01 4.2650E+01 2.1458E+03	
4.1250E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00	8.2500E-02 7.4912E+00 6.2932E+00 5.1355E+00 4.1241E+02	1.4850E+01 2.8064E+01 2.3417E+01 2.1396E+01 5.6364E+02	1.6500E+01 5.1144E+01 4.3217E+01 4.0599E+01 1.6727E+03	
4.3750E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00	8.7500E-02 7.2471E+00 6.3788E+00 5.2587E+00 4.0542E+02	1.5750E+01 2.5959E+01 2.1785E+01 1.9929E+01 5.0953E+02	1.7500E+01 4.8706E+01 4.1182E+01 3.8268E+01 1.3784E+03	
4.6250E-01 0.0000E+00 0.0000E+00 0.0000E+00 0.0000E+00	9.2500E-02 7.9977E+00 6.9695E+00 5.6731E+00 4.4963E+02	1.6650E+01 2.4151E+01 2.0349E+01 1.8699E+01 4.6153E+02	1.8500E+01 4.6247E+01 3.9353E+01 3.6079E+01 1.1650E+03	
4.8750E-01 2.7740E-02 9.2481E-03 2.5121E-03 3.1662E-01	9.7500E-02 7.9666E+00 6.9399E+00 5.7432E+00 4.4435E+02	1.7550E+01 2.2691E+01 1.9051E+01 1.7687E+01 4.1956E+02	1.9500E+01 4.4825E+01 3.7542E+01 3.4037E+01 1.0222E+03	
5.1250E-01 1.9867E+00 9.2000E-01 4.5890E-01 1.5643E+01	1.0250E-01 7.7275E+00 6.9127E+00 5.7267E+00 4.0816E+02	1.8450E+01 2.1261E+01 1.7830E+01 1.6622E+01 3.8372E+02	2.0500E+01 4.3446E+01 3.5912E+01 3.2235E+01 9.0726E+02	
5.3750E-01 5.5693E+00 3.0623E+00 1.6547E+00 5.2066E+01	1.0750E-01 8.1789E+00 7.2494E+00 5.9907E+00 4.3492E+02	1.9350E+01 1.9842E+01 1.6715E+01 1.5696E+01 3.5367E+02	2.1500E+01 4.2377E+01 3.4820E+01 3.1040E+01 8.2083E+02	
5.6250E-01 8.2762E+00 5.4118E+00 3.5819E+00 9.3740E+01	1.1250E-01 8.1246E+00 7.2064E+00 5.9715E+00 4.1455E+02	2.0250E+01 1.8461E+01 1.5510E+01 1.4597E+01 3.1857E+02	2.2500E+01 4.1323E+01 3.3697E+01 2.9815E+01 7.4497E+02	
5.8750E-01 1.0298E+01 7.5388E+00 5.4675E+00 1.3579E+02	1.1750E-01 8.3875E+00 7.4885E+00 6.2087E+00 4.1509E+02	2.1150E+01 1.7115E+01 1.4473E+01 1.3809E+01 2.9271E+02	2.3500E+01 4.0568E+01 3.2648E+01 2.8534E+01 6.8455E+02	
6.1250E-01 1.2930E+01 1.0166E+01 7.9438E+00 1.8931E+02	1.2250E-01 9.1955E+00 7.9239E+00 6.4118E+00 4.5433E+02	2.2050E+01 1.6033E+01 1.3629E+01 1.3002E+01 2.7188E+02	2.4500E+01 3.9361E+01 3.1326E+01 2.7045E+01 6.3930E+02	
6.3750E-01 1.5363E+01 1.2181E+01 9.9176E+00 2.3466E+02	1.2750E-01 8.7162E+00 7.8981E+00 6.5785E+00 4.2511E+02	2.2950E+01 1.5060E+01 1.2909E+01 1.2371E+01 2.5049E+02	2.5500E+01 3.7832E+01 2.9742E+01 2.5451E+01 6.0333E+02	
6.6250E-01 1.8165E+01 1.4443E+01 1.2465E+01 2.8920E+02	1.3250E-01 8.7709E+00 7.9479E+00 6.5977E+00 4.2487E+02	2.3850E+01 1.4029E+01 1.2268E+01 1.1817E+01 2.3672E+02	2.6500E+01 3.6032E+01 2.7835E+01 2.3474E+01 5.6336E+02	
6.8750E-01 1.9968E+01 1.6409E+01 1.4535E+01 3.4296E+02	1.3750E-01 9.2064E+00 8.2957E+00 6.8969E+00 4.3675E+02	2.4750E+01 1.3302E+01 1.1598E+01 1.1240E+01 2.1843E+02	2.7500E+01 3.3583E+01 2.5271E+01 2.0838E+01 5.2144E+02	
7.1250E-01 2.1590E+01 1.8112E+01 1.6754E+01 3.9155E+02	1.4250E-01 9.1009E+00 8.2860E+00 6.8900E+00 4.2488E+02	2.5650E+01 1.2597E+01 1.1039E+01 1.0788E+01 2.0635E+02	2.8500E+01 3.1336E+01 2.3028E+01 1.8536E+01 4.8028E+02	
7.3750E-01 2.4386E+01 2.0451E+01 1.9191E+01 4.6505E+02	1.4750E-01 9.2417E+00 8.4683E+00 7.0975E+00 4.3564E+02	2.6550E+01 1.1786E+01 1.0469E+01 1.0292E+01 1.9164E+02	2.9500E+01 2.9304E+01 2.1006E+01 1.6490E+01 4.2583E+02	
7.6250E-01 2.6966E+01 2.2889E+01 2.1648E+01 5.5849E+02	1.5250E-01 9.1747E+00 8.3449E+00 6.9356E+00 4.1364E+02	2.7450E+01 1.1259E+01 9.8956E+00 9.6550E+00 1.7865E+02	3.0500E+01 2.7143E+01 1.8899E+01 1.4477E+01 3.7770E+02	
7.8750E-01 2.9336E+01 2.5065E+01 2.3949E+01 6.6807E+02	1.5750E-01 9.5575E+00 8.7229E+00 7.3209E+00 4.3396E+02	2.8350E+01 1.0709E+01 9.4943E+00 9.2781E+00 1.7111E+02	3.1500E+01 2.4962E+01 1.6942E+01 1.2708E+01 3.3903E+02	
8.1250E-01 3.3202E+01 2.8717E+01 2.6929E+01 8.3541E+02	1.6250E-01 9.5222E+00 8.7447E+00 7.2947E+00 4.2573E+02	2.9250E+01 1.0355E+01 9.1351E+00 8.8539E+00 1.6154E+02	3.2500E+01 2.2832E+01 1.5136E+01 1.1152E+01 2.9931E+02	
8.3750E-01 3.6301E+01 3.2609E+01 2.9658E+01 1.0765E+03	1.6750E-01 9.1510E+00 8.5413E+00 7.1703E+00 4.0938E+02	3.0150E+01 1.0108E+01 8.8663E+00 8.4925E+00 1.5640E+02	3.3500E+01 2.0665E+01 1.3429E+01 9.7524E+00 2.6277E+02	
8.6250E-01 3.8265E+01 3.5121E+01 3.1503E+01 1.2347E+03	1.7250E-01 9.6073E+00 8.9053E+00 7.4464E+00 4.2016E+02	3.1050E+01 9.6610E+00 8.5283E+00 8.1029E+00 1.4751E+02	3.4500E+01 1.8527E+01 1.1805E+01 8.4131E+00 2.3116E+02	
8.8750E-01 4.0639E+01 3.7968E+01 3.3799E+01 1.4260E+03	1.7750E-01 9.5969E+00 8.9224E+00 7.4941E+00 4.1201E+02	3.1950E+01 9.4609E+00 8.2502E+00 7.7784E+00 1.4134E+02	3.5500E+01 1.6422E+01 1.0232E+01 7.1500E+00 2.0280E+02	
9.1250E-01 4.2683E+01 3.9772E+01 3.5044E+01 1.6139E+03	1.8250E-01 9.6420E+00 8.9287E+00 7.4924E+00 4.0412E+02	3.2850E+01 9.1959E+00 7.9806E+00 7.4096E+00 1.3554E+02	3.6500E+01 1.4415E+01 8.8066E+00 6.0725E+00 1.7373E+02	
9.3750E-01 4.4173E+01 4.1133E+01 3.6218E+01 1.6623E+03	1.8750E-01 9.6192E+00 8.9737E+00 7.5844E+00 3.9511E+02	3.3750E+01 9.3551E+00 8.0014E+00 7.3012E+00 1.3539E+02	3.7500E+01 1.2409E+01 7.4289E+00 5.0369E+00 1.4845E+02	
9.6250E-01 4.5431E+01 4.1534E+01 3.6388E+01 1.8120E+03	1.9250E-01 9.7501E+00 9.0610E+00 7.5882E+00 3.9335E+02	3.4650E+01 9.3360E+00 8.0182E+00 7.2548E+00 1.3448E+02	3.8500E+01 1.0640E+01 6.2476E+00 4.1457E+00 1.2537E+02	
9.8750E-01 5.2191E+01 4.9167E+01 4.2190E+01 4.1387E+03	1.9750E-01 9.6505E+00 8.9568E+00 7.5240E+00 3.8010E+02	3.5550E+01 9.1158E+00 7.8471E+00 7.0832E+00 1.3084E+02	3.9500E+01 9.0559E+00 5.2571E+00 3.4366E+00 1.0354E+02	
1.0125E+00 4.7478E+01 4.4505E+01 3.9154E+01 2.9732E+03	2.0250E-01 9.5971E+00 9.0163E+00 7.6214E+00 3.7509E+02	3.6450E+01 8.8085E+00 7.6755E+00 6.8089E+00 1.2808E+02	4.0500E+01 7.6412E+00 4.4370E+00 2.9050E+00 8.5809E+01	
1.0375E+00 4.0863E+01 3.7865E+01 3.4084E+01 1.5813E+03	2.0750E-01 9.8590E+00 9.0638E+00 7.5374E+00 3.6634E+02	3.7350E+01 8.9486E+00 7.8907E+00 6.9681E+00 1.3149E+02	4.1500E+01 6.3917E+00 3.7683E+00 2.5123E+00 7.2053E+01	
1.0625E+00 4.0549E+01 3.7621E+01 3.3588E+01 1.5578E+03	2.1250E-01 9.9037E+00 9.0422E+00 7.4621E+00 3.6739E+02	3.8250E+01 8.8772E+00 7.7888E+00 6.8780E+00 1.2840E+02	4.2500E+01 5.3742E+00 3.2918E+00 2.2920E+00 5.9497E+01	
1.0875E+00 3.6229E+01 3.4621E+01 3.1696E+01 1.3556E+03	2.1750E-01 9.6465E+00 8.9572E+00 7.5161E+00 3.5132E+02	3.9150E+01 8.8492E+00 7.6799E+00 6.7156E+00 1.2513E+02	4.3500E+01 4.6090E+00 2.9935E+00 2.2094E+00 5.0835E+01	
1.1125E+00 3.4334E+01 3.2585E+01 3.0365E+01 1.2328E+03	2.2250E-01 9.7696E+00 9.0695E+00 7.6396E+00 3.4621E+02	4.0050E+01 9.2132E+00 7.9675E+00 6.9574E+00 1.2998E+02	4.4500E+01 4.1060E+00 2.9018E+00 2.2877E+00 4.5137E+01	
1.1375E+00 3.1451E+01 2.9523E+01 2.7604E+01 1.0322E+03	2.2750E-01 9.6548E+00 8.9268E+00 7.5330E+00 3.4193E+02	4.0950E+01 9.2643E+00 7.9899E+00 6.8928E+00 1.2974E+02	4.5500E+01 3.7964E+00 2.9797E+00 2.5248E+00 4.2493E+01	
1.1625E+00 2.9923E+01 2.7885E+01 2.6345E+01 9.4151E+02	2.3250E-01 9.8807E+00 9.1470E+00 7.6889E+00 3.4320E+02	4.1850E+01 9.1769E+00 7.9226E+00 6.8415E+00 1.2780E+02	4.6500E+01 3.6957E+00 3.1971E+00 2.8802E+00 4.2961E+01	
1.1875E+00 2.7851E+01 2.5357E+01 2.4437E+01 8.3476E+02	2.3750E-01 1.0014E+01 9.2394E+00 7.9045E+00 3.3856E+02	4.2750E+01 9.0998E+00 7.8233E+00 6.7484E+00 1.2511E+02	4.7500E+01 3.8892E+00 3.5521E+00 3.3355E+00 4.5499E+01	
1.2125E+00 2.6688E+01 2.4842E+01 2.3727E+01 8.0302E+02	2.4250E-01 9.9867E+00 9.2306E+00 7.8142E+00 3.3384E+02	4.3650E+01 8.7410E+00 7.5284E+00 6.5342E+00 1.2097E+02	4.8500E+01 4.2062E+00 3.9824E+00 3.8529E+00 5.0836E+01	
1.2375E+00 2.4351E+01 2.1765E+01 2.1148E+01 6.6680E+02	2.4750E-01 1.0014E+01 9.1523E+00 7.7890E+00 3.2518E+02	4.4550E+01 8.4176E+00 7.3867E+00 6.4511E+00 1.1674E+02	4.9500E+01 4.6835E+00 4.4091E+00 4.3751E+00 5.6372E+01	
1.2625E+00 2.3450E+01 2.0103E+01 1.9209E+01 5.8325E+02	2.5250E-01 9.8132E+00 9.0902E+00 7.7834E+00 3.2081E+02	4.5450E+01 8.0090E+00 6.8551E+00 5.9482E+00 1.0745E+02	5.0500E+01 5.2149E+00 4.8953E+00 4.8905E+00 6.1165E+01	
1.2875E+00 2.2034E+01 1.9002E+01 1.8094E+01 5.4542E+02	2.5750E-01 9.7283E+00 8.8510E+00 7.5790E+00 3.0656E+02	4.6350E+01 7.8870E+00 6.6634E+00 5.7226E+00 1.0455E+02	5.1500E+01 5.6633E+00 5.3997E+00 5.3586E+00 6.6673E+01	
1.3125E+00 2.1741E+01 1.8884E+01 1.7694E+01 5.3574E+02	2.6250E-01 9.8973E+00 8.9364E+00 7.7033E+00 2.9982E+02	4.7250E+01 7.7037E+00 6.5702E+00 5.6758E+00 1.0208E+02	5.2500E+01 6.2850E+00 5.9309E+00 5.6966E+00 7.5555E+01	
1.3375E+00 2.0138E+01 1.7030E+01 1.5905E+01 4.5924E+02	2.6750E-01 9.8902E+00 8.9365E+00 7.6926E+00 2.9850E+02	4.8150E+01 7.1468E+00 6.0124E+00 5.1565E+00 9.3226E+01	5.3500E+01 6.7430E+00 6.3520E+00 6.0820E+00 8.1941E+01	
1.3625E+00 1.9554E+01 1.6376E+01 1.5022E+01 4.3461E+02	2.7250E-01 9.7527E+00 8.7630E+00 7.6308E+00 2.8717E+02	4.9050E+01 6.8985E+00 5.8231E+00 4.9477E+00 8.9196E+01	5.4500E+01 7.0351E+00 6.6260E+00 6.3044E+00 9.1347E+01	
1.3875E+00 1.8425E+01 1.5423E+01 1.4319E+01 4.0296E+02	2.7750E-01 9.8251E+00 8.8395E+00 7.7094E+00 2.8933E+02	4.9950E+01 6.4321E+00 5.3561E+00 4.5397E+00 8.2533E+01	5.5500E+01 7.1636E+00 6.6626E+00 6.3424E+00 9.5602E+01	
1.4125E+00 1.7570E+01 1.4831E+01 1.3479E+01 3.7818E+02	2.8250E-01 9.7118E+00 8.6837E+00 7.5948E+00 2.7687E+02	5.0850E+01 6.0642E+00 5.0252E+00 4.2037E+00 7.7221E+01	5.6500E+01 7.1075E+00 6.5178E+00 6.1916E+00 9.7481E+01	
1.4375E+00 1.6734E+01 1.4062E+01 1.2880E+01 3.5442E+02	2.8750E-01 9.6406E+00 8.6170E+00 7.5246E+00 2.6960E+02	5.1750E+01 5.7539E+00 4.7082E+00 3.8717E+00 7.2114E+01	5.7500E+01 6.9421E+00 6.3105E+00 5.9547E+00 9.3390E+01	
1.4625E+00 1.6320E+01 1.3592E+01 1.2247E+01 3.3912E+02	2.9250E-01 9.7446E+00 8.6675E+00 7.6255E+00 2.6929E+02	5.2650E+01 5.4327E+00 4.4364E+00 3.6526E+00 6.7694E+01	5.8500E+01 6.6427E+00 6.0039E+00 5.6769E+00 9.0182E+01	
1.4875E+00 1.5145E+01 1.2826E+01 1.1623E+01 3.1152E+02	2.9750E-01 9.6237E+00 8.5534E+00 7.4498E+00 2.5860E+02	5.3550E+01 5.0769E+00 4.0680E+00 3.3417E+00 6.2122E+01	5.9500E+01 6.1000E+00 5.5001E+00 5.2509E+00 8.6680E+01	
1.5125E+00 1.4743E+01 1.2149E+01 1.0897E+01 2.9002E+02	3.0250E-01 9.6190E+00 8.5596E+00 7.5690E+00 2.6109E+02	5.4450E+01 4.7071E+00 3.7837E+00 3.0632E+00 5.7473E+01	6.0500E+01 5.4752E+00 4.9303E+00 4.8201E+00 7.8052E+01	
1.5375E+00 1.4228E+01 1.1617E+01 1.0372E+01 2.7152E+02	3.0750E-01 9.6032E+00 8.3971E+00 7.4503E+00 2.5274E+02	5.5350E+01 4.4487E+00 3.6033E+00 2.9257E+00 5.4196E+01	6.1500E+01 4.7489E+00 4.3353E+00 4.3213E+00 6.9822E+01	
1.5625E+00 1.3625E+01 1.1445E+01 1.0516E+01 2.7221E+02	3.1250E-01 9.6100E+00 8.4230E+00 7.4686E+00 2.4743E+02	5.6250E+01 4.2035E+00 3.3613E+00 2.6688E+00 5.0460E+01	6.2500E+01 4.1020E+00 3.7549E+00 3.7434E+00 6.2574E+01	
1.5875E+00 1.4064E+01 1.2068E+01 1.0854E+01 2.9167E+02	3.1750E-01 9.7523E+00 8.4268E+00 7.4922E+00 2.4826E+02	5.7150E+01 4.0129E+00 3.1997E+00 2.5928E+00 4.8099E+01	6.3500E+01 3.7566E+00 3.2701E+00 3.2452E+00 5.2109E+01	
1.6125E+00 1.2807E+01 1.0464E+01 9.2175E+00 2.3806E+02	3.2250E-01 9.6996E+00 8.3854E+00 7.4976E+00 2.4252E+02	5.8050E+01 3.8981E+00 3.0658E+00 2.4199E+00 4.6145E+01	6.4500E+01 3.4356E+00 2.8663E+00 2.8222E+00 4.6240E+01	
1.6375E+00 1.2556E+01 1.0089E+01 8.7727E+00 2.2785E+02	3.2750E-01 9.7806E+00 8.4124E+00 7.6169E+00 2.4162E+02	5.8950E+01 3.6336E+00 2.8365E+00 2.2734E+00 4.2860E+01	6.5500E+01 3.1234E+00 2.4896E+00 2.4368E+00 4.0355E+01	
1.6625E+00 1.2584E+01 1.0107E+01 8.6366E+00 2.3129E+02	3.3250E-01 9.9492E+00 8.4305E+00 7.6174E+00 2.4045E+02	5.9850E+01 3.3950E+00 2.5596E+00 2.0233E+00 3.8336E+01	6.6500E+01 2.8057E+00 2.1267E+00 2.0719E+00 3.4658E+01	
1.6875E+00 1.1804E+01 9.5258E+00 8.1549E+00 2.1198E+02	3.3750E-01 9.8679E+00 8.3920E+00 7.6765E+00 2.3235E+02	6.0750E+01 3.3157E+00 2.5020E+00 1.9910E+00 3.7383E+01	6.7500E+01 2.4505E+00 1.7851E+00 1.7324E+00 2.9350E+01	
1.7125E+00 1.1599E+01 9.2289E+00 7.8152E+00 2.0255E+02	3.4250E-01 9.9458E+00 8.3629E+00 7.6845E+00 2.3046E+02	6.1650E+01 3.0930E+00 2.3429E+00 1.8175E+00 3.5081E+01	6.8500E+01 2.0026E+00 1.4270E+00 1.3713E+00 2.4801E+01	
1.7375E+00 1.1210E+01 8.8897E+00 7.6026E+00 1.9410E+02	3.4750E-01 9.8165E+00 8.3046E+00 7.5433E+00 2.2440E+02	6.2550E+01 2.7557E+00 2.1426E+00 1.7131E+00 3.1718E+01	6.9500E+01 1.4188E+00 1.0036E+00 9.5160E-01 1.9827E+01	
1.7625E+00 1.0722E+01 8.5636E+00 7.3256E+00 1.8901E+02	3.5250E-01 9.9173E+00 8.3672E+00 7.5596E+00 2.2795E+02	6.3450E+01 2.6534E+00 2.0636E+00 1.6964E+00 3.0679E+01	7.0500E+01 8.1061E-01 5.7354E-01 5.3187E-01 1.3437E+01	
1.7875E+00 1.0168E+01 8.1110E+00 6.9153E+00 1.7543E+02	3.5750E-01 9.6523E+00 8.0585E+00 7.4403E+00 2.1510E+02	6.4350E+01 2.5169E+00 1.9079E+00 1.4978E+00 2.8050E+01	7.1500E+01 3.4276E-01 2.4034E-01 2.1526E-01 6.9637E+00	
1.8125E+00 1.0279E+01 8.0531E+00 6.7634E+00 1.7101E+02	3.6250E-01 9.7071E+00 8.1897E+00 7.4941E+00 2.1683E+02	6.5250E+01 2.3436E+00 1.7812E+00 1.4509E+00 2.5908E+01	7.2500E+01 1.1764E-01 7.7060E-02 6.3636E-02 2.2021E+00	
1.8375E+00 1.0410E+01 8.2150E+00 6.9182E+00 1.8161E+02	3.6750E-01 9.7715E+00 8.2295E+00 7.5598E+00 2.1605E+02	6.6150E+01 2.2803E+00 1.6612E+00 1.2976E+00 2.4151E+01	7.3500E+01 6.5649E-02 3.7875E-02 2.7367E-02 6.1486E-01	
1.8625E+00 9.8764E+00 7.5229E+00 6.2930E+00 1.6033E+02	3.7250E-01 1.0129E+01 8.7285E+00 8.0012E+00 2.2190E+02	6.7050E+01 2.1039E+00 1.5740E+00 1.2788E+00 2.3216E+01	7.4500E+01 6.6377E-02 3.8259E-02 2.8151E-02 5.6821E-01	
1.8875E+00 9.5291E+00 7.2350E+00 6.0437E+00 1.5223E+02	3.7750E-01 9.7922E+00 8.2988E+00 7.6662E+00 2.1309E+02	6.7950E+01 1.9855E+00 1.4501E+00 1.1559E+00 2.1266E+01	7.5500E+01 6.5335E-02 3.6956E-02 2.6564E-02 5.5159E-01	
1.9125E+00 9.2903E+00 7.0139E+00 5.8449E+00 1.4573E+02	3.8250E-01 9.8030E+00 8.2757E+00 7.7589E+00 2.1192E+02	6.8850E+01 1.8401E+00 1.3171E+00 1.0358E+00 1.9200E+01	7.6500E+01 6.4997E-02 3.7249E-02 2.6625E-02 5.5135E-01	
1.9375E+00 9.1233E+00 6.8012E+00 5.6305E+00 1.4128E+02	3.8750E-01 9.7800E+00 8.0751E+00 7.6334E+00 2.0404E+02	6.9750E+01 1.6447E+00 1.1782E+00 9.2424E-01 1.7193E+01	7.7500E+01 6.6201E-02 3.7604E-02 2.6937E-02 5.5858E-01	
1.9625E+00 8.9499E+00 6.6733E+00 5.5060E+00 1.3704E+02	3.9250E-01 9.9419E+00 8.1641E+00 7.7949E+00 2.0547E+02	7.0650E+01 1.5906E+00 1.1335E+00 8.9588E-01 1.6819E+01	7.8500E+01 6.4404E-02 3.6365E-02 2.5907E-02 5.3879E-01	
1.9875E+00 8.8156E+00 6.4087E+00 5.2576E+00 1.3113E+02	3.9750E-01 9.9182E+00 8.2277E+00 7.7468E+00 2.0527E+02	7.1550E+01 1.5333E+00 1.0972E+00 8.7366E-01 1.5985E+01	7.9500E+01 6.4814E-02 3.6888E-02 2.6453E-02 5.4412E-01	
2.0125E+00 8.7155E+00 6.2637E+00 5.0742E+00 1.2788E+02	4.0250E-01 1.0036E+01 8.2173E+00 7.7149E+00 2.0061E+02	7.2450E+01 1.5091E+00 1.0872E+00 8.3176E-01 1.5637E+01	8.0500E+01 6.5129E-02 3.6690E-02 2.5913E-02 5.4252E-01	
2.0375E+00 8.4414E+00 5.9046E+00 4.7046E+00 1.1917E+02	4.0750E-01 9.8028E+00 8.0990E+00 7.7063E+00 1.9539E+02	7.3350E+01 1.2947E+00 9.1869E-01 7.0551E-01 1.3025E+01	8.1500E+01 6.5410E-02 3.7319E-02 2.6917E-02 5.5166E-01	
