# Figure 11 - Variations of the mass flux rate in kg day −1 with time from July 1st, 2013 to June 30th, 2014 for different radiant sources - values shown for preferred solution, Fcoll=20, alpha=4.0
# Days after July 1st, Total flux, Anti-helion source, Apex source, Helion source, Anti-apex source
239 1479.94 449.108 397.994 485.736 147.028
239.5 1479.94 449.703 390.342 488.113 151.932
240 1478.45 454.16 384.473 480.684 159.287
240.5 1477.71 459.435 379.421 474.74 164.042
241 1477.71 463.447 370.431 469.168 174.591
241.5 1477.71 470.208 367.533 465.602 174.146
242 1477.71 475.78 362.63 458.247 180.684
242.5 1476.97 482.021 360.996 452.377 181.278
243 1476.97 490.936 359.287 444.577 181.872
243.5 1476.97 494.725 361.664 439.376 181.426
244 1475.48 502.006 358.618 433.061 182.021
244.5 1476.97 509.584 360.55 426.226 180.461
245 1476.23 518.796 360.921 419.242 177.34
245.5 1476.23 521.322 364.19 414.339 176.003
246 1477.71 528.826 367.459 409.064 172.585
246.5 1476.23 534.547 367.608 404.978 168.871
247 1476.23 540.713 371.397 399.851 164.116
247.5 1478.45 545.617 376.523 395.988 160.03
248 1476.97 550.892 379.346 392.422 154.458
248.5 1476.97 553.64 383.655 389.153 150.371
249 1477.71 557.504 390.267 385.958 144.131
249.5 1477.71 559.658 396.36 383.21 138.633
250 1477.71 561.144 401.412 381.204 133.581
250.5 1479.2 560.773 408.767 380.163 129.421
251 1478.45 560.55 416.642 378.38 122.883
251.5 1478.45 558.618 422.585 377.712 119.391
252 1479.2 556.612 430.238 377.192 115.23
252.5 1480.68 553.938 437.37 376.82 112.407
253 1477.71 549.777 441.976 376.597 109.138
253.5 1478.45 547.325 448.663 376.82 105.944
254 1477.71 542.645 454.606 378.158 102.6
254.5 1476.97 537.073 460.847 379.049 100.297
255 1477.71 532.689 467.608 380.684 97.0282
255.5 1477.71 526.597 473.031 382.244 95.5423
256 1479.94 522.14 480.163 384.844 92.7935
256.5 1475.48 516.939 479.123 387.147 92.2734
257 1475.48 509.881 485.587 389.896 90.3418
257.5 1476.23 502.452 491.159 393.016 89.8217
258 1476.23 499.48 491.233 396.36 88.8559
258.5 1475.48 494.056 492.422 400.149 88.7816
259 1474 486.776 493.536 405.052 88.4844
259.5 1472.51 480.981 493.165 410.475 88.2615
260 1476.97 477.117 496.805 414.785 88.2615
260.5 1471.77 470.431 493.165 419.614 88.8559
261 1471.03 465.899 490.342 424.294 90.6389
261.5 1471.03 461.59 488.41 429.941 91.0104
262 1469.54 457.058 483.507 434.918 94.0565
262.5 1468.8 452.155 478.975 438.782 98.8856
263 1468.05 450.966 472.585 445.988 98.2912
263.5 1468.8 447.177 467.905 451.783 101.634
264 1474.74 444.428 465.305 460.996 103.789
264.5 1466.57 444.799 453.492 461.813 106.835
265 1465.08 443.165 445.542 466.122 110.327
265.5 1465.08 442.942 438.633 468.648 114.71
266 1464.34 443.462 428.678 473.7 118.796
266.5 1473.25 446.805 425.111 476.152 125.26
267 1462.11 443.536 405.201 476.3 137.37
267.5 1461.37 446.36 399.331 477.563 138.039
268 1462.11 448.514 394.948 474.591 144.354
268.5 1459.14 448.514 384.993 473.997 151.486
269 1459.14 452.229 378.455 469.242 159.435
269.5 1459.14 457.578 371.174 465.825 164.339
270 1456.91 462.556 365.305 459.212 169.762
270.5 1459.14 467.236 362.704 455.795 173.626
271 1459.14 470.728 362.11 450.371 175.78
271.5 1455.42 476.077 353.046 446.657 179.866
272 1457.65 482.244 354.532 439.97 181.204
272.5 1459.88 491.902 352.377 433.061 182.244
273 1456.17 492.273 351.932 428.752 183.135
273.5 1456.17 500.892 351.634 421.842 181.649
274 1457.65 509.212 351.932 416.048 180.609
274.5 1458.4 515.156 353.343 410.996 178.678
275 1457.65 522.957 352.155 405.721 176.746
275.5 1458.4 527.34 357.504 400.446 172.883
276 1456.17 532.021 358.99 395.468 169.614
276.5 1455.42 536.999 360.253 391.605 166.419
